srcStateName,City name,srcYear,srcMonth,Mean estimate of current perception for Household's Inflation Expectations,Mean standard error of current perception for Household's Inflation Expectations,Median estimate of current perception for Household's Inflation Expectations,Median standard error of current perception for Household's Inflation Expectations,Standard deviation of current perception for Household's Inflation Expectations,YearCode,Year,MonthCode,Month
Gujarat,Ahmedabad,2015,Jun-2015,11.3,,11.9,,5.1,2015,"Calendar Year (Jan - Dec), 2015",201506,"June, 2015"
Kerala,Thiruvananthapuram,2015,Jun-2015,11.4,,10.8,,4.3,2015,"Calendar Year (Jan - Dec), 2015",201506,"June, 2015"
West Bengal,Kolkata,2015,Jun-2015,12.4,,11.8,,4.1,2015,"Calendar Year (Jan - Dec), 2015",201506,"June, 2015"
Tamil Nadu,Chennai,2015,Jun-2015,11.3,,10.3,,4.2,2015,"Calendar Year (Jan - Dec), 2015",201506,"June, 2015"
Chandigarh,Chandigarh,2016,Jun-2016,12.3,,13.3,,4.1,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Jharkhand,Ranchi,2016,Jun-2016,7.9,,8.1,,2.4,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Chhattisgarh,Raipur,2016,Jun-2016,5.9,,5,,3,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Odisha,Bhubaneswar,2016,Jun-2016,9.1,,9.1,,3.9,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Assam,Guwahati,2016,Jun-2016,14,,16.2,,4.5,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Madhya Pradesh,Bhopal,2016,Jun-2016,6.8,,5.8,,3.2,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Gujarat,Ahmedabad,2016,Jun-2016,13.4,,16,,4.1,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Dehli,Delhi,2016,Jun-2016,6.5,,5.8,,2.4,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Bihar,Patna,2016,Jun-2016,9,,8.7,,1.5,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Karnataka,Bengaluru,2016,Jun-2016,5,,5.1,,2.8,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Rajasthan,Jaipur,2016,Jun-2016,9.1,,9.4,,3.3,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Telangana,Hyderabad,2016,Jun-2016,7.1,,6.5,,2.8,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Maharashtra,Mumbai,2016,Jun-2016,7.8,,7.1,,3.5,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Kerala,Thiruvananthapuram,2016,Jun-2016,11.5,,12.7,,4.9,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Maharashtra,Nagpur,2016,Jun-2016,4.3,,3.6,,3.1,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Uttar Pradesh,Lucknow,2016,Jun-2016,8.3,,7.8,,4.1,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Tamil Nadu,Chennai,2016,Jun-2016,8.6,,7.7,,3.9,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
West Bengal,Kolkata,2016,Jun-2016,11.7,,10.6,,4.2,2016,"Calendar Year (Jan - Dec), 2016",201606,"June, 2016"
Uttar Pradesh,Lucknow,2017,Jun-2017,6.4,,5.8,,2.7,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Tamil Nadu,Chennai,2017,Jun-2017,7.5,,5.9,,3.8,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Telangana,Hyderabad,2017,Jun-2017,6.3,,6.3,,0.9,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Assam,Guwahati,2017,Jun-2017,9.9,,10.6,,5.9,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Gujarat,Ahmedabad,2017,Jun-2017,7.9,,7.6,,2.7,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Dehli,Delhi,2017,Jun-2017,6.3,,5.7,,2.9,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Karnataka,Bengaluru,2017,Jun-2017,4.9,,4.8,,2,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Madhya Pradesh,Bhopal,2017,Jun-2017,5.9,,5.5,,2.3,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Odisha,Bhubaneswar,2017,Jun-2017,7.8,,6,,3.7,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
West Bengal,Kolkata,2017,Jun-2017,9.4,,8.3,,4.3,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Chhattisgarh,Raipur,2017,Jun-2017,6.2,,5.7,,3.3,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Jharkhand,Ranchi,2017,Jun-2017,3.8,,3.4,,2,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Chandigarh,Chandigarh,2017,Jun-2017,8,,7.2,,3.9,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Kerala,Thiruvananthapuram,2017,Jun-2017,9.4,,8.3,,4.5,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Bihar,Patna,2017,Jun-2017,6.3,,6.2,,1.1,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Maharashtra,Nagpur,2017,Jun-2017,5.6,,5,,4,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Maharashtra,Mumbai,2017,Jun-2017,8.4,,8.5,,3.4,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Rajasthan,Jaipur,2017,Jun-2017,8.2,,7.9,,3.1,2017,"Calendar Year (Jan - Dec), 2017",201706,"June, 2017"
Rajasthan,Jaipur,2018,Jun-2018,7.9,,8.2,,3,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Gujarat,Ahmedabad,2018,Jun-2018,10.3,,10.1,,4.2,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Tamil Nadu,Chennai,2018,Jun-2018,8.6,,8.3,,3.8,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Bihar,Patna,2018,Jun-2018,7.9,,7.2,,3.3,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Madhya Pradesh,Bhopal,2018,Jun-2018,6.7,,5.8,,3.6,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Telangana,Hyderabad,2018,Jun-2018,9.8,,8.3,,4.8,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Dehli,Delhi,2018,Jun-2018,8.8,,8.4,,4.1,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Assam,Guwahati,2018,Jun-2018,10.4,,10.5,,5.3,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Jharkhand,Ranchi,2018,Jun-2018,7.9,,7.4,,3.3,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Odisha,Bhubaneswar,2018,Jun-2018,8.3,,7.3,,3.6,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chandigarh,Chandigarh,2018,Jun-2018,9.7,,9.2,,4.2,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chhattisgarh,Raipur,2018,Jun-2018,7.2,,5.9,,3.4,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Maharashtra,Nagpur,2018,Jun-2018,7.7,,6.7,,4.1,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Maharashtra,Mumbai,2018,Jun-2018,11.4,,10.8,,4.7,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Karnataka,Bengaluru,2018,Jun-2018,5.6,,5.2,,2.9,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Kerala,Thiruvananthapuram,2018,Jun-2018,9,,7.6,,4.7,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
West Bengal,Kolkata,2018,Jun-2018,10.5,,10.3,,4.6,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttar Pradesh,Lucknow,2018,Jun-2018,9.1,,8.5,,4.5,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Telangana,Hyderabad,2011,Mar-2011,10.9,,,,1,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Madhya Pradesh,Bhopal,2011,Mar-2011,10.5,,,,0.7,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Karnataka,Bengaluru,2011,Mar-2011,15.9,,,,1.9,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Assam,Guwahati,2011,Mar-2011,9.1,,,,0.8,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Dehli,Delhi,2011,Mar-2011,11.2,,,,3.6,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Tamil Nadu,Chennai,2011,Mar-2011,11.8,,,,2.2,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Bihar,Patna,2011,Mar-2011,7.7,,,,0.7,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Maharashtra,Mumbai,2011,Mar-2011,13.7,,,,3.2,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Uttar Pradesh,Lucknow,2011,Mar-2011,11.7,,,,2,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Rajasthan,Jaipur,2011,Mar-2011,15.6,,,,1.5,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
West Bengal,Kolkata,2011,Mar-2011,9.7,,,,1.4,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Gujarat,Ahmedabad,2011,Mar-2011,9.8,,,,1,2011,"Calendar Year (Jan - Dec), 2011",201103,"March, 2011"
Gujarat,Ahmedabad,2012,Mar-2012,9.8,,,,3.2,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Telangana,Hyderabad,2012,Mar-2012,10.7,,,,2.3,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Bihar,Patna,2012,Mar-2012,13.7,,,,3.4,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Tamil Nadu,Chennai,2012,Mar-2012,9.6,,,,2,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Madhya Pradesh,Bhopal,2012,Mar-2012,5.9,,,,2.8,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Rajasthan,Jaipur,2012,Mar-2012,14.7,,,,4.2,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
West Bengal,Kolkata,2012,Mar-2012,8,,,,2.9,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Dehli,Delhi,2012,Mar-2012,9.8,,,,3.1,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Karnataka,Bengaluru,2012,Mar-2012,15.6,,,,1.8,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Uttar Pradesh,Lucknow,2012,Mar-2012,12.4,,,,4.1,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Assam,Guwahati,2012,Mar-2012,8.3,,,,1.1,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Maharashtra,Mumbai,2012,Mar-2012,14.8,,,,2.4,2012,"Calendar Year (Jan - Dec), 2012",201203,"March, 2012"
Telangana,Hyderabad,2013,Mar-2013,10,,8.9,,2.9,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Karnataka,Bengaluru,2013,Mar-2013,13,,14.4,,3.8,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
West Bengal,Kolkata,2013,Mar-2013,7.3,,7,,1.5,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Uttar Pradesh,Lucknow,2013,Mar-2013,11.9,,11.8,,1.3,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Odisha,Bhubaneswar,2013,Mar-2013,9.1,,6.5,,4.9,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Tamil Nadu,Chennai,2013,Mar-2013,9.8,,9.6,,2,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Kerala,Thiruvananthapuram,2013,Mar-2013,10.5,,10,,1.9,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Rajasthan,Jaipur,2013,Mar-2013,11.5,,12,,5.2,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Maharashtra,Mumbai,2013,Mar-2013,14,,16,,3,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Gujarat,Ahmedabad,2013,Mar-2013,9.2,,9,,1.7,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Dehli,Delhi,2013,Mar-2013,10.7,,10.1,,3.4,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Madhya Pradesh,Bhopal,2013,Mar-2013,8.3,,7.8,,2.3,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Bihar,Patna,2013,Mar-2013,13.2,,13.2,,1.3,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Maharashtra,Kolhapur,2013,Mar-2013,16.3,,16.5,,0.7,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Maharashtra,Nagpur,2013,Mar-2013,10.5,,10.7,,2.9,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Assam,Guwahati,2013,Mar-2013,7.3,,6.9,,1.6,2013,"Calendar Year (Jan - Dec), 2013",201303,"March, 2013"
Telangana,Hyderabad,2014,Mar-2014,7.6,,5.4,,4.7,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Bihar,Patna,2014,Mar-2014,12.8,,12,,3.3,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Gujarat,Ahmedabad,2014,Mar-2014,13.3,,15.3,,3.5,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Tamil Nadu,Chennai,2014,Mar-2014,12.9,,15.3,,4.3,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Uttar Pradesh,Lucknow,2014,Mar-2014,13.3,,14.5,,3.6,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Kerala,Thiruvananthapuram,2014,Mar-2014,13.1,,14.3,,3.1,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Dehli,Delhi,2014,Mar-2014,10.4,,10.2,,5,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Karnataka,Bengaluru,2014,Mar-2014,11.5,,10.8,,3.9,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Madhya Pradesh,Bhopal,2014,Mar-2014,10.3,,9.7,,4.1,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Odisha,Bhubaneswar,2014,Mar-2014,10.3,,10.2,,3.7,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Maharashtra,Kolhapur,2014,Mar-2014,13.7,,15.2,,3.1,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Assam,Guwahati,2014,Mar-2014,12.6,,13.6,,4,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Rajasthan,Jaipur,2014,Mar-2014,13.6,,15.4,,3.7,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Maharashtra,Nagpur,2014,Mar-2014,15.3,,15.7,,1.7,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Maharashtra,Mumbai,2014,Mar-2014,11.8,,11.4,,4.4,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
West Bengal,Kolkata,2014,Mar-2014,13.4,,15.1,,3.7,2014,"Calendar Year (Jan - Dec), 2014",201403,"March, 2014"
Madhya Pradesh,Bhopal,2015,Mar-2015,8.7,,9.1,,2.7,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Rajasthan,Jaipur,2015,Mar-2015,8.3,,8,,3.5,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Odisha,Bhubaneswar,2015,Mar-2015,9,,9.3,,2.8,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Kerala,Thiruvananthapuram,2015,Mar-2015,8.9,,8.1,,3.9,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Maharashtra,Nagpur,2015,Mar-2015,11.4,,11.3,,4.1,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Assam,Guwahati,2015,Mar-2015,10.7,,9.9,,4.9,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Karnataka,Bengaluru,2015,Mar-2015,6.5,,5.3,,3.5,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Maharashtra,Kolhapur,2015,Mar-2015,12.2,,11.6,,3.8,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
West Bengal,Kolkata,2015,Mar-2015,11.1,,10.4,,4.5,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Tamil Nadu,Chennai,2015,Mar-2015,9.2,,8.6,,3.6,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Telangana,Hyderabad,2015,Mar-2015,9.8,,9.5,,4.1,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Uttar Pradesh,Lucknow,2015,Mar-2015,8.3,,7.9,,3.7,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Gujarat,Ahmedabad,2015,Mar-2015,8,,6.9,,4.2,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Maharashtra,Mumbai,2015,Mar-2015,8,,8,,2.8,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Bihar,Patna,2015,Mar-2015,8.8,,9.2,,2.1,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Dehli,Delhi,2015,Mar-2015,6.9,,5.4,,4.1,2015,"Calendar Year (Jan - Dec), 2015",201503,"March, 2015"
Assam,Guwahati,2016,Mar-2016,14.4,,16.1,,3.4,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Rajasthan,Jaipur,2016,Mar-2016,12.1,,14.3,,4.6,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
West Bengal,Kolkata,2016,Mar-2016,11,,10.4,,4.7,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Chhattisgarh,Raipur,2016,Mar-2016,5.1,,5.2,,1.5,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Telangana,Hyderabad,2016,Mar-2016,7.7,,6.6,,3.9,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Odisha,Bhubaneswar,2016,Mar-2016,8.9,,8,,4.6,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Maharashtra,Mumbai,2016,Mar-2016,7.8,,7.1,,3.1,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Kerala,Thiruvananthapuram,2016,Mar-2016,12.8,,13.6,,3.6,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Tamil Nadu,Chennai,2016,Mar-2016,10.4,,10.1,,4.3,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Maharashtra,Nagpur,2016,Mar-2016,5.5,,5.4,,2,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Chandigarh,Chandigarh,2016,Mar-2016,9.3,,9,,4.6,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Dehli,Delhi,2016,Mar-2016,7.3,,6.3,,3.1,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Karnataka,Bengaluru,2016,Mar-2016,4.1,,3.6,,2.1,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Jharkhand,Ranchi,2016,Mar-2016,7.1,,7,,1.5,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Bihar,Patna,2016,Mar-2016,9,,9,,1.6,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Gujarat,Ahmedabad,2016,Mar-2016,11.9,,10.9,,4.4,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Uttar Pradesh,Lucknow,2016,Mar-2016,8.4,,7.3,,4.4,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Madhya Pradesh,Bhopal,2016,Mar-2016,6,,5.2,,3.3,2016,"Calendar Year (Jan - Dec), 2016",201603,"March, 2016"
Karnataka,Bengaluru,2017,Mar-2017,4.7,,5,,1.7,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Chandigarh,Chandigarh,2017,Mar-2017,9.5,,7.9,,4.1,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Tamil Nadu,Chennai,2017,Mar-2017,8,,6.7,,4.4,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Gujarat,Ahmedabad,2017,Mar-2017,8.9,,8.5,,3.5,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Odisha,Bhubaneswar,2017,Mar-2017,6.5,,5.6,,3.9,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Madhya Pradesh,Bhopal,2017,Mar-2017,6.9,,5.7,,3.8,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Kerala,Thiruvananthapuram,2017,Mar-2017,10.6,,10.4,,4.3,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Telangana,Hyderabad,2017,Mar-2017,6.8,,6.7,,1.3,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Rajasthan,Jaipur,2017,Mar-2017,8.3,,8,,3.4,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Dehli,Delhi,2017,Mar-2017,6.6,,6.2,,2.4,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Chhattisgarh,Raipur,2017,Mar-2017,9.3,,9.3,,4.1,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Maharashtra,Nagpur,2017,Mar-2017,7.4,,5.9,,3.9,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Maharashtra,Mumbai,2017,Mar-2017,7.7,,6.9,,3.2,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
West Bengal,Kolkata,2017,Mar-2017,9.4,,8.5,,4.6,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Assam,Guwahati,2017,Mar-2017,11.1,,11.8,,5.7,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Bihar,Patna,2017,Mar-2017,6.4,,6.1,,1.7,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Jharkhand,Ranchi,2017,Mar-2017,4.8,,4.6,,1.6,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Uttar Pradesh,Lucknow,2017,Mar-2017,6.5,,6.2,,4.2,2017,"Calendar Year (Jan - Dec), 2017",201703,"March, 2017"
Karnataka,Bengaluru,2018,Mar-2018,6.1,,5.5,,3.2,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Assam,Guwahati,2018,Mar-2018,10.7,,11.4,,5.4,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Madhya Pradesh,Bhopal,2018,Mar-2018,7.5,,5.8,,4,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Chhattisgarh,Raipur,2018,Mar-2018,5.8,,5.4,,2.7,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
West Bengal,Kolkata,2018,Mar-2018,9.8,,9.5,,4.5,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Maharashtra,Mumbai,2018,Mar-2018,8.4,,8,,3.7,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Maharashtra,Nagpur,2018,Mar-2018,6.6,,5.7,,3.5,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Uttar Pradesh,Lucknow,2018,Mar-2018,6.9,,6.3,,2.6,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Telangana,Hyderabad,2018,Mar-2018,7.6,,6.8,,3,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Gujarat,Ahmedabad,2018,Mar-2018,9.3,,8.9,,4.4,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Odisha,Bhubaneswar,2018,Mar-2018,8.3,,7.7,,3.3,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Dehli,Delhi,2018,Mar-2018,8.7,,8.1,,3.5,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Kerala,Thiruvananthapuram,2018,Mar-2018,8.6,,7.8,,4.1,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Chandigarh,Chandigarh,2018,Mar-2018,7.7,,6.2,,4.1,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Tamil Nadu,Chennai,2018,Mar-2018,8.8,,7.6,,4.3,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Rajasthan,Jaipur,2018,Mar-2018,8.3,,7.5,,4.1,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Bihar,Patna,2018,Mar-2018,7.4,,6.9,,2.7,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Jharkhand,Ranchi,2018,Mar-2018,6.9,,6.4,,2.8,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018"
Maharashtra,Mumbai,2019,Mar-2019,8.6,0.24,7.9,0.37,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Kerala,Thiruvananthapuram,2019,Mar-2019,6.7,0.47,5.6,0.38,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Rajasthan,Jaipur,2019,Mar-2019,7.2,0.49,6.7,0.53,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Chandigarh,Chandigarh,2019,Mar-2019,8,0.66,7.1,0.98,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Dehli,Delhi,2019,Mar-2019,7.3,0.18,6.3,0.26,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Jharkhand,Ranchi,2019,Mar-2019,7.5,0.78,6.2,1.04,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Telangana,Hyderabad,2019,Mar-2019,8.5,0.41,6.8,0.66,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Assam,Guwahati,2019,Mar-2019,4.4,0.53,4.1,0.72,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Chhattisgarh,Raipur,2019,Mar-2019,7.3,0.5,6.3,0.62,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Madhya Pradesh,Bhopal,2019,Mar-2019,8,0.49,7.9,1.04,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Tamil Nadu,Chennai,2019,Mar-2019,8.4,0.3,8.2,0.35,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
Gujarat,Ahmedabad,2019,Mar-2019,9.8,0.45,9.5,0.81,,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019"
